reportedyear,FSA,reportedmonth,,MCI,Count of MCI
2019,M3L,March,3.00,Assault,18
2019,M3L,March,3.00,Auto Theft,8
2019,M3L,March,3.00,Break and Enter,7
2019,M3L,March,3.00,Robbery,2
2019,M3L,March,3.00,Theft Over,1
2019,M3M,March,3.00,Assault,21
2019,M3M,March,3.00,Auto Theft,6
2019,M3M,March,3.00,Break and Enter,8
2019,M3M,March,3.00,Robbery,1
2019,M3N,March,3.00,Assault,37
2019,M3N,March,3.00,Auto Theft,5
2019,M3N,March,3.00,Break and Enter,2
2019,M3N,March,3.00,Robbery,2
2019,M3N,March,3.00,Theft Over,1
2019,M4A,March,3.00,Assault,6
2019,M4A,March,3.00,Auto Theft,1
2019,M4A,March,3.00,Break and Enter,5
2019,M4A,March,3.00,Theft Over,1
2019,M4B,March,3.00,Assault,11
2019,M4B,March,3.00,Auto Theft,4
2019,M4B,March,3.00,Break and Enter,1
2019,M4B,March,3.00,Robbery,2
2019,M4C,March,3.00,Assault,22
2019,M4C,March,3.00,Auto Theft,4
2019,M4C,March,3.00,Break and Enter,11
2019,M4C,March,3.00,Robbery,4
2019,M4C,March,3.00,Theft Over,1
2019,M4E,March,3.00,Assault,9
2019,M4E,March,3.00,Auto Theft,2
2019,M4E,March,3.00,Robbery,5
2019,M4G,March,3.00,Assault,4
2019,M4G,March,3.00,Auto Theft,5
2019,M4G,March,3.00,Break and Enter,5
2019,M4G,March,3.00,Theft Over,1
2019,M4H,March,3.00,Assault,13
2019,M4H,March,3.00,Break and Enter,2
2019,M4H,March,3.00,Robbery,1
2019,M4J,March,3.00,Assault,20
2019,M4J,March,3.00,Auto Theft,1
2019,M4J,March,3.00,Break and Enter,5
2019,M4J,March,3.00,Robbery,2
2019,M4J,March,3.00,Theft Over,3
2019,M4K,March,3.00,Assault,21
2019,M4K,March,3.00,Auto Theft,5
2019,M4K,March,3.00,Break and Enter,6
2019,M4K,March,3.00,Robbery,10
2019,M4L,March,3.00,Assault,25
2019,M4L,March,3.00,Auto Theft,2
2019,M4L,March,3.00,Break and Enter,12
2019,M4L,March,3.00,Robbery,4
2019,M4M,March,3.00,Assault,18
2019,M4M,March,3.00,Auto Theft,1
2019,M4M,March,3.00,Break and Enter,11
2019,M4M,March,3.00,Robbery,1
2019,M4M,March,3.00,Theft Over,2
2019,M4N,March,3.00,Assault,2
2019,M4N,March,3.00,Auto Theft,2
2019,M4N,March,3.00,Break and Enter,5
2019,M4P,March,3.00,Assault,9
2019,M4P,March,3.00,Break and Enter,4
2019,M4P,March,3.00,Robbery,1
2019,M4R,March,3.00,Assault,8
2019,M4R,March,3.00,Auto Theft,1
2019,M4R,March,3.00,Break and Enter,5
2019,M4R,March,3.00,Robbery,8
2019,M4S,March,3.00,Assault,5
2019,M4S,March,3.00,Auto Theft,3
2019,M4S,March,3.00,Break and Enter,8
2019,M4T,March,3.00,Assault,3
2019,M4V,March,3.00,Assault,7
2019,M4V,March,3.00,Auto Theft,1
2019,M4V,March,3.00,Break and Enter,6
2019,M4V,March,3.00,Robbery,1
2019,M4W,March,3.00,Assault,15
2019,M4W,March,3.00,Auto Theft,5
2019,M4W,March,3.00,Break and Enter,10
2019,M4W,March,3.00,Robbery,3
2019,M4W,March,3.00,Theft Over,2
2019,M4X,March,3.00,Assault,16
2019,M4X,March,3.00,Auto Theft,1
2019,M4X,March,3.00,Break and Enter,10
2019,M4X,March,3.00,Robbery,2
2019,M4X,March,3.00,Theft Over,3
2019,M4Y,March,3.00,Assault,45
2019,M4Y,March,3.00,Auto Theft,1
2019,M4Y,March,3.00,Break and Enter,15
2019,M4Y,March,3.00,Theft Over,2
2019,M5A,March,3.00,Assault,32
2019,M5A,March,3.00,Auto Theft,7
2019,M5A,March,3.00,Break and Enter,35
2019,M5A,March,3.00,Robbery,7
2019,M5A,March,3.00,Theft Over,2
2019,M5B,March,3.00,Assault,34
2019,M5B,March,3.00,Auto Theft,1
2019,M5B,March,3.00,Break and Enter,1
2019,M5B,March,3.00,Theft Over,1
2019,M5C,March,3.00,Assault,2
2019,M5C,March,3.00,Auto Theft,1
2019,M5E,March,3.00,Assault,13
2019,M5E,March,3.00,Auto Theft,1
2019,M5E,March,3.00,Break and Enter,5
2019,M5E,March,3.00,Robbery,2
2019,M5E,March,3.00,Theft Over,2
2019,M5G,March,3.00,Assault,49
2019,M5G,March,3.00,Auto Theft,2
2019,M5G,March,3.00,Break and Enter,5
2019,M5G,March,3.00,Robbery,5
2019,M5H,March,3.00,Assault,13
2019,M5H,March,3.00,Robbery,2
2019,M5J,March,3.00,Assault,14
2019,M5J,March,3.00,Auto Theft,3
2019,M5J,March,3.00,Break and Enter,1
2019,M5J,March,3.00,Robbery,3
2019,M5M,March,3.00,Assault,4
2019,M5M,March,3.00,Auto Theft,7
2019,M5M,March,3.00,Break and Enter,5
2019,M5M,March,3.00,Theft Over,3
2019,M5N,March,3.00,Assault,5
2019,M5N,March,3.00,Auto Theft,4
2019,M5N,March,3.00,Break and Enter,1
2019,M5N,March,3.00,Robbery,1
2019,M5P,March,3.00,Assault,8
2019,M5P,March,3.00,Auto Theft,2
2019,M5P,March,3.00,Break and Enter,4
2019,M5P,March,3.00,Robbery,1
2019,M5P,March,3.00,Theft Over,3
2019,M5R,March,3.00,Assault,24
2019,M5R,March,3.00,Break and Enter,20
2019,M5R,March,3.00,Robbery,1
2019,M5R,March,3.00,Theft Over,8
2019,M5S,March,3.00,Assault,26
2019,M5S,March,3.00,Auto Theft,1
2019,M5S,March,3.00,Break and Enter,3
2019,M5S,March,3.00,Robbery,1
2019,M5S,March,3.00,Theft Over,1
2019,M5T,March,3.00,Assault,20
2019,M5T,March,3.00,Auto Theft,2
2019,M5T,March,3.00,Break and Enter,25
2019,M5T,March,3.00,Robbery,3
2019,M5T,March,3.00,Theft Over,1
2019,M5V,March,3.00,Assault,55
2019,M5V,March,3.00,Auto Theft,5
2019,M5V,March,3.00,Break and Enter,9
2019,M5V,March,3.00,Robbery,2
2019,M5V,March,3.00,Theft Over,3
2019,M6A,March,3.00,Assault,16
2019,M6A,March,3.00,Auto Theft,8
2019,M6A,March,3.00,Break and Enter,3
2019,M6A,March,3.00,Robbery,2
2019,M6A,March,3.00,Theft Over,1
2019,M6B,March,3.00,Assault,3
2019,M6B,March,3.00,Auto Theft,2
2019,M6B,March,3.00,Break and Enter,3
2019,M6B,March,3.00,Theft Over,2
2019,M6C,March,3.00,Assault,8
2019,M6C,March,3.00,Break and Enter,2
2019,M6C,March,3.00,Robbery,1
2019,M6E,March,3.00,Assault,36
2019,M6E,March,3.00,Auto Theft,2
2019,M6E,March,3.00,Break and Enter,10
2019,M6E,March,3.00,Robbery,4
2019,M6G,March,3.00,Assault,15
2019,M6G,March,3.00,Auto Theft,2
2019,M6G,March,3.00,Break and Enter,6
2019,M6G,March,3.00,Robbery,1
2019,M6G,March,3.00,Theft Over,1
2019,M6H,March,3.00,Assault,18
2019,M6H,March,3.00,Auto Theft,5
2019,M6H,March,3.00,Break and Enter,10
2019,M6H,March,3.00,Robbery,5
2019,M6H,March,3.00,Theft Over,4
2019,M6J,March,3.00,Assault,19
2019,M6J,March,3.00,Auto Theft,1
2019,M6J,March,3.00,Break and Enter,3
2019,M6K,March,3.00,Assault,33
2019,M6K,March,3.00,Auto Theft,1
2019,M6K,March,3.00,Break and Enter,13
2019,M6K,March,3.00,Robbery,6
2019,M6K,March,3.00,Theft Over,5
2019,M6L,March,3.00,Assault,12
2019,M6L,March,3.00,Auto Theft,1
2019,M6L,March,3.00,Break and Enter,1
2019,M6L,March,3.00,Theft Over,1
2019,M6M,March,3.00,Assault,19
2019,M6M,March,3.00,Auto Theft,3
2019,M6M,March,3.00,Break and Enter,3
2019,M6M,March,3.00,Robbery,3
2019,M6M,March,3.00,Theft Over,1
2019,M6N,March,3.00,Assault,32
2019,M6N,March,3.00,Auto Theft,3
2019,M6N,March,3.00,Break and Enter,5
2019,M6N,March,3.00,Robbery,2
2019,M6N,March,3.00,Theft Over,3
2019,M6P,March,3.00,Assault,7
2019,M6P,March,3.00,Auto Theft,7
2019,M6P,March,3.00,Break and Enter,10
2019,M6R,March,3.00,Assault,9
2019,M6R,March,3.00,Auto Theft,3
2019,M6R,March,3.00,Break and Enter,4
2019,M6R,March,3.00,Robbery,1
2019,M6R,March,3.00,Theft Over,1
2019,M6S,March,3.00,Assault,11
2019,M6S,March,3.00,Auto Theft,7
2019,M6S,March,3.00,Break and Enter,1
2019,M6S,March,3.00,Robbery,2
2019,M6S,March,3.00,Theft Over,3
2019,M8V,March,3.00,Assault,20
2019,M8V,March,3.00,Auto Theft,6
2019,M8V,March,3.00,Break and Enter,4
2019,M8V,March,3.00,Robbery,1
2019,M8V,March,3.00,Theft Over,1
2019,M8W,March,3.00,Assault,7
2019,M8W,March,3.00,Auto Theft,3
2019,M8W,March,3.00,Break and Enter,7
2019,M8W,March,3.00,Robbery,3
2019,M8W,March,3.00,Theft Over,5
2019,M8X,March,3.00,Assault,3
2019,M8X,March,3.00,Auto Theft,5
2019,M8X,March,3.00,Break and Enter,1
2019,M8Y,March,3.00,Assault,4
2019,M8Y,March,3.00,Auto Theft,3
2019,M8Y,March,3.00,Break and Enter,6
2019,M8Z,March,3.00,Assault,18
2019,M8Z,March,3.00,Auto Theft,12
2019,M8Z,March,3.00,Robbery,1
2019,M9A,March,3.00,Assault,3
2019,M9A,March,3.00,Auto Theft,5
2019,M9A,March,3.00,Break and Enter,2
2019,M9A,March,3.00,Theft Over,1
2019,M9B,March,3.00,Assault,7
2019,M9B,March,3.00,Auto Theft,7
2019,M9B,March,3.00,Break and Enter,2
2019,M9B,March,3.00,Robbery,2
2019,M9C,March,3.00,Assault,11
2019,M9C,March,3.00,Auto Theft,5
2019,M9C,March,3.00,Break and Enter,4
2019,M9C,March,3.00,Robbery,3
2019,M9C,March,3.00,Theft Over,1
2019,M9L,March,3.00,Assault,7
2019,M9L,March,3.00,Auto Theft,8
2019,M9L,March,3.00,Break and Enter,8
2019,M9L,March,3.00,Robbery,3
2019,M9M,March,3.00,Assault,10
2019,M9M,March,3.00,Auto Theft,11
2019,M9M,March,3.00,Break and Enter,3
2019,M9M,March,3.00,Robbery,1
2019,M9M,March,3.00,Theft Over,2
2019,M9N,March,3.00,Assault,19
2019,M9N,March,3.00,Auto Theft,7
2019,M9N,March,3.00,Break and Enter,5
2019,M9N,March,3.00,Robbery,1
2019,M9N,March,3.00,Theft Over,1
2019,M9P,March,3.00,Assault,6
2019,M9P,March,3.00,Auto Theft,4
2019,M9P,March,3.00,Break and Enter,6
2019,M9P,March,3.00,Robbery,2
2019,M9R,March,3.00,Assault,13
2019,M9R,March,3.00,Auto Theft,8
2019,M9R,March,3.00,Break and Enter,1
2019,M9R,March,3.00,Robbery,2
2019,M9R,March,3.00,Theft Over,1
2019,M9V,March,3.00,Assault,38
2019,M9V,March,3.00,Auto Theft,20
2019,M9V,March,3.00,Break and Enter,9
2019,M9V,March,3.00,Robbery,9
2019,M9V,March,3.00,Theft Over,2
2019,M9W,March,3.00,Assault,21
2019,M9W,March,3.00,Auto Theft,33
2019,M9W,March,3.00,Break and Enter,7
2019,M9W,March,3.00,Robbery,5
2019,M9W,March,3.00,Theft Over,3
2019,Overall,March,3.00,Assault,1583
2019,Overall,March,3.00,Break and Enter,561
2019,Overall,March,3.00,Auto Theft,397
2019,Overall,March,3.00,Robbery,223
2019,Overall,March,3.00,Theft Over,100
2017,M1B,April,4.00,Assault,28
2017,M1B,April,4.00,Auto Theft,5
2017,M1B,April,4.00,Break and Enter,6
2017,M1B,April,4.00,Robbery,8
2017,M1C,April,4.00,Assault,17
2017,M1C,April,4.00,Auto Theft,2
2017,M1C,April,4.00,Break and Enter,4
2017,M1C,April,4.00,Robbery,6
2017,M1E,April,4.00,Assault,49
2017,M1E,April,4.00,Auto Theft,2
2017,M1E,April,4.00,Break and Enter,10
2017,M1E,April,4.00,Robbery,7
2017,M1G,April,4.00,Assault,14
2017,M1G,April,4.00,Auto Theft,2
2017,M1G,April,4.00,Break and Enter,3
2017,M1G,April,4.00,Robbery,1
2017,M1H,April,4.00,Assault,13
2017,M1H,April,4.00,Auto Theft,3
2017,M1H,April,4.00,Break and Enter,4
2017,M1H,April,4.00,Robbery,6
2017,M1H,April,4.00,Theft Over,1
2017,M1J,April,4.00,Assault,14
2017,M1J,April,4.00,Auto Theft,7
2017,M1J,April,4.00,Break and Enter,6
2017,M1J,April,4.00,Robbery,1
2017,M1K,April,4.00,Assault,36
2017,M1K,April,4.00,Auto Theft,5
2017,M1K,April,4.00,Break and Enter,7
2017,M1K,April,4.00,Robbery,6
2017,M1K,April,4.00,Theft Over,1
2017,M1L,April,4.00,Assault,20
2017,M1L,April,4.00,Auto Theft,1
2017,M1L,April,4.00,Break and Enter,16
2017,M1L,April,4.00,Robbery,3
2017,M1M,April,4.00,Assault,17
2017,M1M,April,4.00,Break and Enter,6
2017,M1M,April,4.00,Robbery,4
2017,M1M,April,4.00,Theft Over,1
2017,M1N,April,4.00,Assault,15
2017,M1N,April,4.00,Auto Theft,1
2017,M1N,April,4.00,Break and Enter,9
2017,M1P,April,4.00,Assault,31
2017,M1P,April,4.00,Auto Theft,5
2017,M1P,April,4.00,Break and Enter,12
2017,M1P,April,4.00,Robbery,3
2017,M1P,April,4.00,Theft Over,1
2017,M1R,April,4.00,Assault,20
2017,M1R,April,4.00,Auto Theft,2
2017,M1R,April,4.00,Break and Enter,2
2017,M1R,April,4.00,Robbery,3
2017,M1S,April,4.00,Assault,11
2017,M1S,April,4.00,Auto Theft,6
2017,M1S,April,4.00,Break and Enter,3
2017,M1T,April,4.00,Assault,10
2017,M1T,April,4.00,Auto Theft,1
2017,M1T,April,4.00,Break and Enter,4
2017,M1T,April,4.00,Robbery,5
2017,M1V,April,4.00,Assault,10
2017,M1V,April,4.00,Auto Theft,9
2017,M1V,April,4.00,Break and Enter,19
2017,M1V,April,4.00,Robbery,9
2017,M1W,April,4.00,Assault,11
2017,M1W,April,4.00,Auto Theft,2
2017,M1W,April,4.00,Break and Enter,5
2017,M1W,April,4.00,Robbery,1
2017,M1X,April,4.00,Assault,3
2017,M1X,April,4.00,Auto Theft,3
2017,M1X,April,4.00,Break and Enter,1
2017,M2H,April,4.00,Assault,6
2017,M2H,April,4.00,Auto Theft,4
2017,M2H,April,4.00,Break and Enter,1
2017,M2H,April,4.00,Robbery,7
2017,M2H,April,4.00,Theft Over,1
2017,M2J,April,4.00,Assault,14
2017,M2J,April,4.00,Auto Theft,4
2017,M2J,April,4.00,Break and Enter,3
2017,M2J,April,4.00,Robbery,1
2017,M2J,April,4.00,Theft Over,1
2017,M2K,April,4.00,Assault,4
2017,M2K,April,4.00,Auto Theft,1
2017,M2K,April,4.00,Break and Enter,4
2017,M2L,April,4.00,Assault,4
2017,M2L,April,4.00,Auto Theft,1
2017,M2L,April,4.00,Break and Enter,18
2017,M2M,April,4.00,Assault,14
2017,M2M,April,4.00,Auto Theft,2
2017,M2M,April,4.00,Break and Enter,5
2017,M2M,April,4.00,Robbery,4
2017,M2M,April,4.00,Theft Over,2
2017,M2N,April,4.00,Assault,34
2017,M2N,April,4.00,Auto Theft,5
2017,M2N,April,4.00,Break and Enter,9
2017,M2N,April,4.00,Robbery,5
2017,M2N,April,4.00,Theft Over,5
2017,M2P,April,4.00,Assault,2
2017,M2P,April,4.00,Auto Theft,1
2017,M2P,April,4.00,Break and Enter,7
2017,M2P,April,4.00,Theft Over,1
2017,M2R,April,4.00,Assault,18
2017,M2R,April,4.00,Auto Theft,2
2017,M2R,April,4.00,Break and Enter,2
2017,M2R,April,4.00,Robbery,1
2017,M2R,April,4.00,Theft Over,1
2017,M3A,April,4.00,Assault,19
2017,M3A,April,4.00,Auto Theft,4
2017,M3A,April,4.00,Break and Enter,8
2017,M3A,April,4.00,Robbery,6
2017,M3A,April,4.00,Theft Over,1
2017,M3B,April,4.00,Assault,6
2017,M3B,April,4.00,Break and Enter,6
2017,M3C,April,4.00,Assault,11
2017,M3C,April,4.00,Auto Theft,2
2017,M3C,April,4.00,Break and Enter,3
2017,M3C,April,4.00,Robbery,1
2017,M3C,April,4.00,Theft Over,1
2017,M3H,April,4.00,Assault,10
2017,M3H,April,4.00,Auto Theft,7
2017,M3H,April,4.00,Break and Enter,6
2017,M3H,April,4.00,Robbery,9
2017,M3H,April,4.00,Theft Over,1
2017,M3J,April,4.00,Assault,31
2017,M3J,April,4.00,Auto Theft,8
2017,M3J,April,4.00,Break and Enter,8
2017,M3J,April,4.00,Robbery,9
2017,M3J,April,4.00,Theft Over,3
2017,M3K,April,4.00,Assault,2
2017,M3K,April,4.00,Auto Theft,1
2017,M3K,April,4.00,Break and Enter,4
2017,M3K,April,4.00,Robbery,1
2017,M3L,April,4.00,Assault,25
2017,M3L,April,4.00,Auto Theft,3
2017,M3L,April,4.00,Break and Enter,3
2017,M3L,April,4.00,Robbery,1
2017,M3M,April,4.00,Assault,10
2017,M3M,April,4.00,Auto Theft,2
2017,M3N,April,4.00,Assault,52
2017,M3N,April,4.00,Auto Theft,5
2017,M3N,April,4.00,Break and Enter,3
2017,M3N,April,4.00,Robbery,2
2017,M4A,April,4.00,Assault,4
2017,M4A,April,4.00,Auto Theft,2
2017,M4A,April,4.00,Break and Enter,2
2017,M4B,April,4.00,Assault,13
2017,M4B,April,4.00,Auto Theft,1
2017,M4B,April,4.00,Break and Enter,5
2017,M4C,April,4.00,Assault,15
2017,M4C,April,4.00,Auto Theft,1
2017,M4C,April,4.00,Break and Enter,5
2017,M4C,April,4.00,Robbery,5
2017,M4C,April,4.00,Theft Over,2
2017,M4E,April,4.00,Assault,7
2017,M4E,April,4.00,Auto Theft,1
2017,M4E,April,4.00,Break and Enter,2
2017,M4E,April,4.00,Robbery,6
2017,M4E,April,4.00,Theft Over,1
2017,M4G,April,4.00,Assault,9
2017,M4G,April,4.00,Break and Enter,3
2017,M4G,April,4.00,Robbery,1
2017,M4H,April,4.00,Assault,4
2017,M4H,April,4.00,Break and Enter,1
2017,M4J,April,4.00,Assault,18
2017,M4J,April,4.00,Auto Theft,1
2017,M4J,April,4.00,Break and Enter,1
2017,M4J,April,4.00,Robbery,7
2017,M4J,April,4.00,Theft Over,1
2017,M4K,April,4.00,Assault,18
2017,M4K,April,4.00,Break and Enter,5
2017,M4K,April,4.00,Robbery,5
2017,M4L,April,4.00,Assault,26
2017,M4L,April,4.00,Auto Theft,1
2017,M4L,April,4.00,Break and Enter,11
2017,M4L,April,4.00,Robbery,2
2017,M4M,April,4.00,Assault,9
2017,M4M,April,4.00,Auto Theft,1
2017,M4M,April,4.00,Break and Enter,6
2017,M4M,April,4.00,Robbery,2
2017,M4M,April,4.00,Theft Over,4
2017,M4N,April,4.00,Assault,4
2017,M4N,April,4.00,Break and Enter,7
2017,M4P,April,4.00,Assault,11
2017,M4P,April,4.00,Break and Enter,1
2017,M4P,April,4.00,Robbery,1
2017,M4P,April,4.00,Theft Over,3
2017,M4R,April,4.00,Assault,4
2017,M4R,April,4.00,Break and Enter,5
2017,M4R,April,4.00,Robbery,1
2017,M4S,April,4.00,Assault,5
2017,M4S,April,4.00,Theft Over,1
2017,M4T,April,4.00,Auto Theft,1
2017,M4T,April,4.00,Theft Over,1
2017,M4V,April,4.00,Assault,3
2017,M4V,April,4.00,Break and Enter,8
2017,M4V,April,4.00,Robbery,8
2017,M4W,April,4.00,Assault,13
2017,M4W,April,4.00,Auto Theft,1
2017,M4W,April,4.00,Break and Enter,12
2017,M4W,April,4.00,Robbery,3
2017,M4W,April,4.00,Theft Over,1
2017,M4X,April,4.00,Assault,9
2017,M4X,April,4.00,Break and Enter,5
2017,M4X,April,4.00,Robbery,8
2017,M4X,April,4.00,Theft Over,1
2017,M4Y,April,4.00,Assault,52
2017,M4Y,April,4.00,Auto Theft,3
2017,M4Y,April,4.00,Break and Enter,9
2017,M4Y,April,4.00,Robbery,5
2017,M4Y,April,4.00,Theft Over,2
2017,M5A,April,4.00,Assault,51
2017,M5A,April,4.00,Auto Theft,6
2017,M5A,April,4.00,Break and Enter,6
2017,M5A,April,4.00,Robbery,12
2017,M5A,April,4.00,Theft Over,2
2017,M5B,April,4.00,Assault,35
2017,M5B,April,4.00,Auto Theft,1
2017,M5B,April,4.00,Break and Enter,4
2017,M5B,April,4.00,Robbery,3
2017,M5C,April,4.00,Assault,2
2017,M5C,April,4.00,Auto Theft,1
2017,M5C,April,4.00,Break and Enter,2
2017,M5C,April,4.00,Theft Over,3
2017,M5E,April,4.00,Assault,8
2017,M5E,April,4.00,Break and Enter,2
2017,M5E,April,4.00,Robbery,2
2017,M5E,April,4.00,Theft Over,1
2017,M5G,April,4.00,Assault,60
2017,M5G,April,4.00,Auto Theft,1
2017,M5G,April,4.00,Break and Enter,7
2017,M5G,April,4.00,Robbery,16
2017,M5G,April,4.00,Theft Over,1
2017,M5H,April,4.00,Assault,16
2017,M5H,April,4.00,Break and Enter,1
2017,M5H,April,4.00,Theft Over,1
2017,M5J,April,4.00,Assault,19
2017,M5J,April,4.00,Auto Theft,1
2017,M5J,April,4.00,Break and Enter,5
2017,M5J,April,4.00,Robbery,2
2017,M5M,April,4.00,Assault,7
2017,M5M,April,4.00,Auto Theft,5
2017,M5M,April,4.00,Break and Enter,8
2017,M5M,April,4.00,Theft Over,1
2017,M5N,April,4.00,Assault,8
2017,M5N,April,4.00,Break and Enter,4
2017,M5N,April,4.00,Robbery,3
2017,M5P,April,4.00,Assault,3
2017,M5P,April,4.00,Auto Theft,2
2017,M5P,April,4.00,Break and Enter,8
2017,M5P,April,4.00,Robbery,2
2017,M5P,April,4.00,Theft Over,1
2017,M5R,April,4.00,Assault,19
2017,M5R,April,4.00,Auto Theft,1
2017,M5R,April,4.00,Break and Enter,7
2017,M5R,April,4.00,Robbery,3
2017,M5R,April,4.00,Theft Over,1
2017,M5S,April,4.00,Assault,48
2017,M5S,April,4.00,Auto Theft,1
2017,M5S,April,4.00,Break and Enter,3
2017,M5S,April,4.00,Robbery,6
2017,M5T,April,4.00,Assault,26
2017,M5T,April,4.00,Auto Theft,4
2017,M5T,April,4.00,Break and Enter,8
2017,M5T,April,4.00,Robbery,6
2017,M5T,April,4.00,Theft Over,2
2017,M5V,April,4.00,Assault,51
2017,M5V,April,4.00,Auto Theft,3
2017,M5V,April,4.00,Break and Enter,20
2017,M5V,April,4.00,Robbery,6
2017,M6A,April,4.00,Assault,18
2017,M6A,April,4.00,Auto Theft,4
2017,M6A,April,4.00,Break and Enter,2
2017,M6A,April,4.00,Robbery,2
2017,M6A,April,4.00,Theft Over,6
2017,M6B,April,4.00,Assault,4
2017,M6B,April,4.00,Auto Theft,1
2017,M6B,April,4.00,Break and Enter,9
2017,M6B,April,4.00,Robbery,2
2017,M6B,April,4.00,Theft Over,1
2017,M6C,April,4.00,Assault,6
2017,M6C,April,4.00,Auto Theft,2
2017,M6C,April,4.00,Break and Enter,8
2017,M6C,April,4.00,Robbery,1
2017,M6C,April,4.00,Theft Over,1
2017,M6E,April,4.00,Assault,44
2017,M6E,April,4.00,Auto Theft,2
2017,M6E,April,4.00,Break and Enter,8
2017,M6E,April,4.00,Robbery,8
2017,M6G,April,4.00,Assault,13
2017,M6G,April,4.00,Auto Theft,4
2017,M6G,April,4.00,Break and Enter,5
2017,M6G,April,4.00,Robbery,7
2017,M6G,April,4.00,Theft Over,1
2017,M6H,April,4.00,Assault,25
2017,M6H,April,4.00,Auto Theft,5
2017,M6H,April,4.00,Break and Enter,12
2017,M6H,April,4.00,Robbery,2
2017,M6H,April,4.00,Theft Over,1
2017,M6J,April,4.00,Assault,25
2017,M6J,April,4.00,Auto Theft,1
2017,M6J,April,4.00,Break and Enter,8
2017,M6J,April,4.00,Robbery,4
2017,M6K,April,4.00,Assault,39
2017,M6K,April,4.00,Auto Theft,2
2017,M6K,April,4.00,Break and Enter,9
2017,M6K,April,4.00,Robbery,3
2017,M6K,April,4.00,Theft Over,1
2017,M6L,April,4.00,Assault,6
2017,M6L,April,4.00,Break and Enter,1
2017,M6M,April,4.00,Assault,18
2017,M6M,April,4.00,Auto Theft,10
2017,M6M,April,4.00,Break and Enter,6
2017,M6M,April,4.00,Robbery,5
2017,M6M,April,4.00,Theft Over,2
2017,M6N,April,4.00,Assault,14
2017,M6N,April,4.00,Auto Theft,8
2017,M6N,April,4.00,Break and Enter,1
2017,M6N,April,4.00,Robbery,6
2017,M6N,April,4.00,Theft Over,1
2017,M6P,April,4.00,Assault,24
2017,M6P,April,4.00,Auto Theft,1
2017,M6P,April,4.00,Break and Enter,8
2017,M6P,April,4.00,Robbery,3
2017,M6P,April,4.00,Theft Over,1
2017,M6R,April,4.00,Assault,6
2017,M6R,April,4.00,Auto Theft,2
2017,M6R,April,4.00,Break and Enter,4
2017,M6R,April,4.00,Robbery,2
2017,M6S,April,4.00,Assault,16
2017,M6S,April,4.00,Auto Theft,3
2017,M6S,April,4.00,Break and Enter,5
2017,M6S,April,4.00,Robbery,5
2017,M6S,April,4.00,Theft Over,1
2017,M8V,April,4.00,Assault,10
2017,M8V,April,4.00,Auto Theft,3
2017,M8V,April,4.00,Break and Enter,2
2017,M8V,April,4.00,Theft Over,2
2017,M8X,April,4.00,Assault,3
2017,M8X,April,4.00,Auto Theft,4
2017,M8X,April,4.00,Break and Enter,3
2017,M8Y,April,4.00,Assault,7
2017,M8Y,April,4.00,Auto Theft,1
2017,M8Y,April,4.00,Break and Enter,1
2017,M8Y,April,4.00,Robbery,1
2017,M8Y,April,4.00,Theft Over,1
2017,M8Z,April,4.00,Assault,7
2017,M8Z,April,4.00,Auto Theft,3
2017,M8Z,April,4.00,Break and Enter,4
2017,M8Z,April,4.00,Robbery,3
2017,M9A,April,4.00,Assault,21
2017,M9A,April,4.00,Auto Theft,2
2017,M9A,April,4.00,Break and Enter,9
2017,M9A,April,4.00,Theft Over,1
2017,M9B,April,4.00,Assault,12
2017,M9B,April,4.00,Auto Theft,8
2017,M9B,April,4.00,Break and Enter,2
2017,M9B,April,4.00,Theft Over,1
2017,M9C,April,4.00,Assault,8
2017,M9C,April,4.00,Auto Theft,1
2017,M9C,April,4.00,Break and Enter,1
2017,M9C,April,4.00,Robbery,4
2017,M9L,April,4.00,Assault,14
2017,M9L,April,4.00,Auto Theft,5
2017,M9L,April,4.00,Break and Enter,4
2017,M9L,April,4.00,Robbery,6
2017,M9L,April,4.00,Theft Over,1
2017,M9M,April,4.00,Assault,12
2017,M9M,April,4.00,Auto Theft,3
2017,M9M,April,4.00,Break and Enter,2
2017,M9N,April,4.00,Assault,16
2017,M9N,April,4.00,Auto Theft,5
2017,M9N,April,4.00,Break and Enter,8
2017,M9N,April,4.00,Robbery,5
2017,M9N,April,4.00,Theft Over,1
2017,M9P,April,4.00,Assault,3
2017,M9P,April,4.00,Auto Theft,1
2017,M9P,April,4.00,Break and Enter,6
2017,M9P,April,4.00,Theft Over,1
2017,M9R,April,4.00,Assault,18
2017,M9R,April,4.00,Auto Theft,6
2017,M9R,April,4.00,Break and Enter,3
2017,M9R,April,4.00,Robbery,2
2017,M9V,April,4.00,Assault,54
2017,M9V,April,4.00,Auto Theft,7
2017,M9V,April,4.00,Break and Enter,8
2017,M9V,April,4.00,Robbery,17
2017,M9V,April,4.00,Theft Over,2
2017,M9W,April,4.00,Assault,27
2017,M9W,April,4.00,Auto Theft,21
2017,M9W,April,4.00,Break and Enter,3
2017,M9W,April,4.00,Robbery,10
2017,M9W,April,4.00,Theft Over,8
2017,Overall,April,4.00,Assault,1628
2017,Overall,April,4.00,Break and Enter,522
2017,Overall,April,4.00,Robbery,323
2017,Overall,April,4.00,Auto Theft,262
2017,Overall,April,4.00,Theft Over,85
2018,M1B,April,4.00,Assault,40
